Beds,Baths,Price,StreetAddress,Area
6,6,7280000,720 FAIRMILE ROAD,West Vancouver
6,5,2638000,3594 W 38TH AVENUE,Vancouver
4,3,3298000,4373 W 13TH AVENUE,Vancouver
1,1,699900,1103-1133 HORNBY STREET,Vancouver
1,1,999900,404-889 PACIFIC STREET,Vancouver
5,5,5138000,476 W 27TH AVENUE,Vancouver
3,3,3199900,3003-889 PACIFIC STREET,Vancouver
2,2,1599900,702-889 PACIFIC STREET,Vancouver
N/A ,0,8999000,4676 MAIN STREET,Vancouver
2,2,1750000,501-1155 MAINLAND STREET,Vancouver
2,2,1198000,1002-172 VICTORY SHIP WAY,North Vancouver
2,2,1249000,1205-1480 HOWE STREET,Vancouver
3,3,2999800,PH#1603-89 W 2ND AVENUE,Vancouver
2,2,2900000,1103-1790 BAYSHORE DRIVE,Vancouver
3,2,898000,2-3298 E 54TH AVENUE,Vancouver
8,5,3688000,1505 W 62ND AVENUE,Vancouver
6,6,4580000,2305 WESTHILL DRIVE,West Vancouver
1,1,518800,323-665 E 6TH AVENUE,Vancouver
2,2,975000,906-867 HAMILTON STREET,Vancouver
3,2,1399000,1410-3487 BINNING ROAD,Vancouver
2,2,855000,1202-7358 EDMONDS STREET,Burnaby
3,4,1799000,C-1133 E 29TH STREET,North Vancouver
3,3,1298000,4163 MILLER STREET,Vancouver
1,1,579900,307-2211 WALL STREET,Vancouver
3,3,1298000,4165 MILLER STREET,Vancouver
3,3,1664000,1505-1211 MELVILLE STREET,Vancouver
4,3,1145000,85-7388 MACPHERSON AVENUE,Burnaby
2,2,959900,303-625 E 3RD STREET,North Vancouver
2,2,857000,2308-2133 DOUGLAS ROAD,Burnaby
2,2,1850000,4503-1372 SEYMOUR STREET,Vancouver
6,6,7780000,1509 24TH STREET,West Vancouver
3,2,4690000,2003-560 CARDERO STREET,Vancouver
0,1,955500,2503-1289 HORNBY STREET,Vancouver
5,3,1599000,3536 E GEORGIA STREET,Vancouver
2,2,1099000,2702-233 ROBSON STREET,Vancouver
4,5,8580000,1028 EYREMOUNT DRIVE,West Vancouver
4,2,999888,63-3433 E 49TH AVENUE,Vancouver
3,3,2098000,2807-1111 RICHARDS STREET,Vancouver
6,4,5998000,2997 ROSEBERY AVENUE,West Vancouver
4,4,2888000,18 W 43RD AVENUE,Vancouver
2,2,1099000,2505-1009 EXPO BOULEVARD,Vancouver
1,1,695000,1111-819 HAMILTON STREET,Vancouver
0,1,565000,2003-6463 SILVER AVENUE,Burnaby
6,7,3980000,6195 GRANT STREET,Burnaby
2,2,995000,7A-199 DRAKE STREET,Vancouver
2,2,858000,1104-2008 ROSSER AVENUE,Burnaby
4,2,1785000,3859 TRIUMPH STREET,Burnaby
2,2,1298000,803-1450 PENNYFARTHING DRIVE,Vancouver
3,3,2449900,3202-1500 FERN STREET,North Vancouver
2,2,1569900,2806-1500 FERN STREET,North Vancouver
2,2,899000,1707-939 HOMER STREET,Vancouver
N/A ,0,2880000,1320 KINGSWAY,Vancouver
4,4,2130000,6445 PRINCE ALBERT STREET,Vancouver
5,7,6977000,2111 UNION COURT,West Vancouver
2,2,998000,1104-1155 SEYMOUR STREET,Vancouver
1,1,698000,208-4083 CAMBIE STREET,Vancouver
4,5,3998000,1806 ST. DENIS ROAD,West Vancouver
5,5,2488000,3595 HULL STREET,Vancouver
7,4,2180000,6312 NEVILLE STREET,Burnaby
5,3,1898000,4321 JOHN STREET,Vancouver
5,5,5500000,1345 CAMMERAY ROAD,West Vancouver
2,2,1199000,301-1647 E PENDER STREET,Vancouver
5,5,3998000,1561 INGLEWOOD AVENUE,West Vancouver
2,2,908000,1701-2221 E 30TH AVENUE,Vancouver
6,9,7988000,4807 PUGET DRIVE,Vancouver
1,2,1388800,3506-1077 W CORDOVA STREET,Vancouver
6,8,6977000,2121 UNION COURT,West Vancouver
3,3,1449988,2156 NAPIER STREET,Vancouver
2,3,3998000,4101-667 HOWE STREET,Vancouver
2,2,988000,607-4465 JUNEAU STREET,Burnaby
5,3,1799000,945 BERKLEY ROAD,North Vancouver
6,8,5770000,2101 UNION COURT,West Vancouver
5,4,1570000,1637 E 10TH AVENUE,Vancouver
2,2,849000,2206-6688 ARCOLA STREET,Burnaby
6,3,2395000,3925 WILLIAM STREET,Burnaby
2,2,1575000,1227 RICHARDS STREET,Vancouver
5,3,2260000,1375 E 18TH AVENUE,Vancouver
5,3,2150000,1389 E 18TH AVENUE,Vancouver
6,4,3700000,2149 E 30TH AVENUE,Vancouver
3,2,1299900,801-1888 YORK AVENUE,Vancouver
1,2,1498000,2605-1077 W CORDOVA STREET,Vancouver
2,2,768000,206-1615 FRANCES STREET,Vancouver
3,1,1599000,4014 NITHSDALE STREET,Burnaby
2,2,1699999,905-5989 WALTER GAGE ROAD,Vancouver
1,1,899000,806-199 VICTORY SHIP WAY,North Vancouver
1,1,875000,505-2511 SPRUCE STREET,Vancouver
2,3,699000,1106-4105 IMPERIAL STREET,Burnaby
6,4,4750000,1373 CAMWELL DRIVE,West Vancouver
3,1,3999900,1837 E GEORGIA STREET,Vancouver
3,3,1688000,7331 GRANVILLE STREET,Vancouver
0,1,729800,3207-1289 HORNBY STREET,Vancouver
2,2,819900,206-2688 DUKE STREET,Vancouver
1,1,629900,105-2688 DUKE STREET,Vancouver
2,2,2098000,4131 11TH AVENUE,Vancouver
6,8,8680000,1799 CEDAR CRESCENT,Vancouver
1,1,699500,220-3606 ALDERCREST DRIVE,North Vancouver
5,6,6690000,2971 W 31ST AVENUE,Vancouver
5,6,4990000,1110 HIGHLAND PLACE,West Vancouver
4,4,6180000,2631 FOLKESTONE WAY,West Vancouver
5,5,2398000,636 E 63RD AVENUE,Vancouver
2,2,1630000,603-175 VICTORY SHIP WAY,North Vancouver
4,3,3580000,3856 W 8TH AVENUE,Vancouver
5,6,4380000,3691 W 23RD AVENUE,Vancouver
2,2,519000,206-2012 FULLERTON AVENUE,North Vancouver
2,2,1499000,1803-1003 PACIFIC STREET,Vancouver
3,3,3188800,4401-2135 SPRINGER AVENUE,Burnaby
4,3,10500000,448 W 41ST AVENUE,Vancouver
2,2,1775000,801-1499 W PENDER STREET,Vancouver
5,5,3380000,408 NEWDALE COURT,North Vancouver
2,3,1980000,3805-1151 W GEORGIA STREET,Vancouver
2,2,989000,3007-8131 NUNAVUT LANE,Vancouver
5,4,1999900,1135 YORSTON COURT,Burnaby
4,1,1699900,6230 ROYAL OAK AVENUE,Burnaby
3,3,2988800,4301-2135 SPRINGER AVENUE,Burnaby
3,3,1624900,TH3-2135 SPRINGER AVENUE,Burnaby
1,1,688000,1609-1009 EXPO BOULEVARD,Vancouver
2,3,1399000,2280 CHESTERFIELD AVENUE,North Vancouver
1,1,629000,1505-2355 MADISON AVENUE,Burnaby
3,4,3990000,2085 WESTDEAN CRESCENT,West Vancouver
7,6,3999000,2418 W 18TH AVENUE,Vancouver
2,2,1109900,3406-2135 SPRINGER AVENUE,Burnaby
5,9,9980000,705 PARKSIDE ROAD,West Vancouver
7,7,6880000,2336 KADLEC COURT,West Vancouver
3,3,2249000,1039 MARINASIDE CRESCENT,Vancouver
2,2,768000,101-5399 JOYCE STREET,Vancouver
2,2,1189000,113 REGIMENT SQUARE,Vancouver
4,3,4980000,3616 POINT GREY RD,Vancouver
2,2,653800,305-5438 RUPERT STREET,Vancouver
2,3,2490000,305-3639 W 16TH AVENUE,Vancouver
1,1,899800,82 W KING EDWARD AVENUE,Vancouver
1,1,890000,603-2501 SPRUCE STREET,Vancouver
3,2,3899000,1315 W 59TH AVENUE,Vancouver
6,6,3980000,434 FELTON PLACE,North Vancouver
3,2,2499000,2105-1483 HOMER STREET,Vancouver
4,2,1098000,3315 KNIGHT STREET,Vancouver
1,1,1376800,1605-1515 ALBERNI STREET,Vancouver
2,2,4658800,2602-1515 ALBERNI STREET,Vancouver
2,2,848888,77-7488 SOUTHWYNDE AVENUE,Burnaby
2,3,1878000,901-5850 BALSAM STREET,Vancouver
1,1,549900,406-3738 NORFOLK STREET,Burnaby
3,2,1999800,76 W KING EDWARD AVENUE,Vancouver
2,3,2590000,303-3639 W 16TH AVENUE,Vancouver
3,3,2199800,46 W KING EDWARD AVENUE,Vancouver
2,2,1288000,1306-1323 HOMER STREET,Vancouver
3,5,3890000,216-1961 COLLINGWOOD STREET,Vancouver
4,4,4399000,2629 W 49TH AVENUE,Vancouver
2,2,2609800,1906-1515 ALBERNI STREET,Vancouver
0,1,564900,612-2450 GARDEN DRIVE,Vancouver
3,3,1199900,5-8580 LIGHTHOUSE WAY,Vancouver
3,3,1499900,2109 E 13TH AVENUE,Vancouver
2,2,775000,809-2220 KINGSWAY,Vancouver
2,2,1420000,302-2501 SPRUCE STREET,Vancouver
2,2,1195000,1107-1633 CAPILANO ROAD,North Vancouver
2,1,1599800,216-90 W KING EDWARD AVENUE,Vancouver
1,1,988800,310-1616 COLUMBIA STREET,Vancouver
5,6,6560000,4656 DECOURCY COURT,West Vancouver
2,3,1999800,44 W KING EDWARD AVENUE,Vancouver
2,2,739000,601-6282 KATHLEEN AVENUE,Burnaby
2,2,1575000,406-1155 MAINLAND STREET,Vancouver
3,2,1768000,3102-4360 BERESFORD STREET,Burnaby
6,6,7388000,1035 KING GEORGES WAY,West Vancouver
2,2,899000,903-2435 KINGSWAY,Vancouver
4,3,2128000,5685 CEDARWOOD STREET,Burnaby
3,3,2998000,4096 SUNSET BOULEVARD,North Vancouver
8,4,1699000,5320 KNIGHT STREET,Vancouver
3,3,1299900,112-342 MOUNTAIN HIGHWAY,North Vancouver
6,8,6880000,1508 ERRIGAL PLACE,West Vancouver
1,2,1750000,408-590 NICOLA STREET,Vancouver
2,2,969000,3701-2388 MADISON AVENUE,Burnaby
1,1,798000,515-180 E 2ND AVENUE,Vancouver
2,2,2325000,1501-150 24TH STREET,West Vancouver
6,7,3290000,3915 WILLIAM STREET,Burnaby
5,3,2388000,882 E 14TH STREET,North Vancouver
6,7,6380000,1470 TYROL ROAD,West Vancouver
2,1,678000,2702-5470 ORMIDALE STREET,Vancouver
1,2,899000,118 DUNSMUIR STREET,Vancouver
3,2,1749800,2206 E 4TH AVENUE,Vancouver
5,3,2150000,7657 ONTARIO STREET,Vancouver
3,2,1749800,2206 E 4TH AVENUE,Vancouver
5,3,2150000,7657 ONTARIO STREET,Vancouver
2,2,1338000,7C-199 DRAKE STREET,Vancouver
4,4,2980000,607/-7428 ALBERTA STREET,Vancouver
2,2,1438000,308-6328 CAMBIE STREET,Vancouver
3,2,649000,1-7365 MONTECITO DRIVE,Burnaby
4,5,4700000,6527 MAPLE STREET,Vancouver
2,2,1195000,589 W 7TH AVENUE,Vancouver
1,1,599000,412-3575 EUCLID AVENUE,Vancouver
2,3,1249000,231-650 E 2ND STREET,Vancouver
2,3,4388000,4305-1011 W CORDOVA STREET,Vancouver
4,2,2680000,4039 W 11TH AVENUE,Vancouver
2,2,1158000,203-1488 HORNBY STREET,Vancouver
12,11,3880000,50-60 W 12TH AVENUE,Vancouver
2,2,1499000,2601-1188 W PENDER STREET,Vancouver
2,2,700000,223-6283 KINGSWAY,Burnaby
2,2,1749000,101-2455 BELLEVUE AVENUE,West Vancouver
6,5,4688000,1119 EYREMOUNT DRIVE,West Vancouver
2,2,1288000,1606-1323 HOMER STREET,Vancouver
2,2,828000,707-2289 YUKON CRESCENT,Burnaby
2,2,828000,707-2289 YUKON CRESCENT,Burnaby
4,2,1450000,3313 WILLIAM STREET,Vancouver
2,2,899000,203-7878 GRANVILLE STREET,Vancouver
2,2,858800,306-6237 WEST BOULEVARD,Vancouver
2,3,1590000,TH3-5728 BERTON AVENUE,Vancouver
1,1,998000,2801-1480 HOWE STREET,Vancouver
4,3,4780000,895 EYREMOUNT DRIVE,West Vancouver
4,5,6000000,5738 CROWN STREET,Vancouver
1,1,515000,204-8131 NUNAVUT LANE,Vancouver
7,8,6980000,4723 PUGET DRIVE,Vancouver
1,1,699000,2503-5333 GORING STREET,Burnaby
4,3,4889000,3337 QUESNEL DRIVE,Vancouver
1,1,578000,618-5665 BOUNDARY ROAD,Vancouver
2,1,2195000,5963 MARINE DRIVE,West Vancouver
3,3,2158000,3401-1328 W PENDER STREET,Vancouver
3,5,34800000,PH2-1128 W GEORGIA STREET,Vancouver
5,8,9888000,2709 W 49TH AVENUE,Vancouver
5,3,3288000,948 W 22ND AVENUE,Vancouver
N/A ,0,2998000,4170A ROSE CRESCENT,West Vancouver
5,5,6880000,650 SOUTHBOROUGH DRIVE,West Vancouver
1,1,679900,2001-1008 CAMBIE STREET,Vancouver
2,3,4899900,3601-1277 HORNBY STREET,Vancouver
11,10,3280000,3276 E 2ND AVENUE,Vancouver
1,1,589900,1804-489 INTERURBAN WAY,Vancouver
2,2,999000,4710-4670 ASSEMBLY WAY,Burnaby
7,11,33888000,4788 BELMONT AVENUE,Vancouver
2,2,998000,110-3088 W 41ST AVENUE,Vancouver
2,1,549000,21-7488 SOUTHWYNDE AVENUE,Burnaby
4,3,4698000,4130 BURKEHILL PLACE,West Vancouver
2,2,780000,1604-5833 WILSON AVENUE,Burnaby
2,2,1018000,2708-7358 EDMONDS STREET,Burnaby
1,1,799900,1211-4168 LOUGHEED HIGHWAY,Burnaby
3,3,2099000,2103-212 DAVIE STREET,Vancouver
1,1,649000,101-980 W 22ND AVENUE,Vancouver
2,2,1990000,2403-1415 W GEORGIA STREET,Vancouver
3,3,2168000,TH10-3355 BINNING ROAD,Vancouver
2,1,889800,2007-1308 HORNBY STREET,Vancouver
4,5,3988000,2437 KINGS AVENUE,West Vancouver
8,9,4988000,1375 CAMRIDGE ROAD,West Vancouver
2,1,2099000,3858 W 10TH AVENUE,Vancouver
1,1,1599000,1969 E 8TH AVENUE,Vancouver
1,1,860000,509-1009 HARWOOD STREET,Vancouver
4,4,2220840,242 E 15TH AVENUE,Vancouver
4,2,1699000,3766 IRMIN STREET,Burnaby
5,5,6380000,2175 W 32ND AVENUE,Vancouver
1,1,749900,1208-125 E 14TH STREET,North Vancouver
5,4,2288800,6815 FRASER STREET,Vancouver
4,2,1788080,238 E 15TH AVENUE,Vancouver
3,4,1729000,1-632 E 3RD STREET,North Vancouver
8,9,7980000,1497 QUEENS AVENUE,West Vancouver
2,2,978000,3807-4650 BRENTWOOD BOULEVARD,Burnaby
2,1,1295800,246 E 15TH AVENUE,Vancouver
6,3,3398000,5480 COLLINGWOOD STREET,Vancouver
0,4,3880000,925 EYREMOUNT DRIVE,West Vancouver
4,2,2980000,2161 W 48TH AVENUE,Vancouver
3,2,1418000,PH2-5983 GRAY AVENUE,Vancouver
5,4,1699000,4316 HURST STREET,Burnaby
2,1,1277400,503-989 W 67TH AVENUE,Vancouver
5,4,5980000,5806 EAGLE ISLAND,West Vancouver
0,1,559000,1706-161 W GEORGIA STREET,Vancouver
2,1,649000,709-1009 EXPO BOULEVARD,Vancouver
1,1,579000,2509-128 W CORDOVA STREET,Vancouver
5,4,3590000,2814 W 20TH AVENUE,Vancouver
2,2,898000,303-3590 W 26TH AVENUE,Vancouver
1,1,825000,3018 W 5TH AVENUE,Vancouver
7,9,3980000,6097 SERVICE STREET,Burnaby
5,2,1799000,2920 GRANT STREET,Vancouver
0,1,588000,1801-999 SEYMOUR STREET,Vancouver
5,4,2198000,1618 CRESTLAWN DRIVE,Burnaby
2,2,1249000,704-788 ARTHUR ERICKSON PLACE,West Vancouver
5,7,2998000,4858 PENDER STREET,Burnaby
5,2,2100000,5463 JOYCE STREET,Vancouver
1,1,703000,506-989 W 67TH AVENUE,Vancouver
4,4,3998000,PH9-2838 BIRCH STREET,Vancouver
3,3,1449900,5-3595 SALAL DRIVE,North Vancouver
1,1,559000,302-120 GARDEN DRIVE,Vancouver
5,3,1688000,2241 E 43RD AVENUE,Vancouver
5,8,6600000,1123 W 46TH AVENUE,Vancouver
2,2,949000,702-6700 DUNBLANE AVENUE,Burnaby
2,2,949000,702-6700 DUNBLANE AVENUE,Burnaby
3,3,1130000,20-2801 ELLERSLIE AVENUE,Burnaby
5,2,1849800,3638 E PENDER STREET,Vancouver
4,3,4980000,7955 YUKON STREET,Vancouver
2,2,958000,3107-2311 BETA AVENUE,Burnaby
6,8,8380000,1411 CHARTWELL DRIVE,West Vancouver
11,8,4388888,2666 E 53RD AVENUE,Vancouver
3,3,2180000,1203-88 W 1ST AVENUE,Vancouver
7,6,7998000,4538 ANGUS DRIVE,Vancouver
3,2,1098000,3-1535 ST. GEORGES AVENUE,North Vancouver
1,1,738000,306-1435 NELSON STREET,Vancouver
2,2,999000,1705-867 HAMILTON STREET,Vancouver
7,5,2998800,670 MONTROYAL BOULEVARD,North Vancouver
5,7,18500000,3416 CEDAR CRESCENT,Vancouver
4,6,14880000,4672 CLOVELLY WALK,West Vancouver
4,3,1850000,2516 E 1ST AVENUE,Vancouver
2,2,860000,1003-7088 SALISBURY AVENUE,Burnaby
3,3,3880000,3201-667 HOWE STREET,Vancouver
2,2,1238000,3002-6463 SILVER AVENUE,Burnaby
1,2,899900,169 E ESPLANADE AVENUE,North Vancouver
6,6,4580000,2796 NEWMARKET DRIVE,North Vancouver
3,3,1049000,SL1-4770 DUCHESS STREET,Vancouver
6,6,3698000,1117 DYCK ROAD,North Vancouver
6,8,19800000,1416 WESBROOK CRESCENT,Vancouver
2,2,779900,308-1188 HOWE STREET,Vancouver
5,3,1299000,2915 HORLEY STREET,Vancouver
3,3,3688000,2601-289 DRAKE STREET,Vancouver
2,2,1699000,306-3596 W 28TH AVENUE,Vancouver
4,4,4298000,3505 W 12TH AVENUE,Vancouver
N/A ,0,3500000,531 GEORGIA STREET,Vancouver
2,2,998000,402-2338 WESTERN PARKWAY,Vancouver
1,1,725000,1401-125 E 14TH STREET,North Vancouver
6,8,14888000,815 KING GEORGES WAY,West Vancouver
2,3,3288000,901-2260 W 39TH AVENUE,Vancouver
0,1,485000,301-825 E 7TH AVENUE,Vancouver
1,1,599000,514-1333 HORNBY STREET,Vancouver
N/A ,0,0,1231 W BROADWAY,Vancouver
4,7,7380000,6311 CHURCHILL STREET,Vancouver
5,3,1708000,1894 E 38TH AVENUE,Vancouver
2,2,934900,403-4933 CLARENDON STREET,Vancouver
2,2,869900,308-4933 CLARENDON STREET,Vancouver
3,2,999900,206-4933 CLARENDON STREET,Vancouver
5,3,1950000,3308 WELLINGTON AVENUE,Vancouver
3,2,1550000,2703-1238 MELVILLE STREET,Vancouver
2,2,1085000,601-1003 PACIFIC STREET,Vancouver
2,2,935000,213-2632 LIBRARY LANE,North Vancouver
2,2,1863900,804-989 W 67TH AVENUE,Vancouver
7,7,6380000,1578 W 62ND AVENUE,Vancouver
5,5,4499999,1640 TAYLOR WAY,West Vancouver
2,2,899900,411-4933 CLARENDON STREET,Vancouver
3,3,1450000,410 MARIE PLACE,North Vancouver
5,5,7995000,3329 W 42ND AVENUE,Vancouver
3,3,3888000,1129 MILLSTREAM ROAD,West Vancouver
5,2,1559000,595 E 61ST AVENUE,Vancouver
3,3,1489000,605-6328 CAMBIE STREET,Vancouver
3,3,1529900,28 E 1ST AVENUE,Vancouver
7,7,7488000,4720 WOODVALLEY PLACE,West Vancouver
2,2,1388888,216-8888 OSLER STREET,Vancouver
5,5,6388000,3142 W 37TH AVENUE,Vancouver
4,4,3690000,5276 BALACLAVA STREET,Vancouver
6,9,16800000,1430 BRAMWELL ROAD,West Vancouver
3,4,1899000,6692 RUSSELL AVENUE,Burnaby
2,3,2377000,301-988 KEITH ROAD,West Vancouver
4,5,4980000,1444 SANDHURST PLACE,West Vancouver
7,9,7388000,340 SOUTHBOROUGH DRIVE,West Vancouver
4,2,1990000,6076 KEITH STREET,Burnaby
2,2,988000,502-3263 PIERVIEW CRESCENT,Vancouver
2,2,3228100,2502-1550 ALBERNI STREET,Vancouver
3,4,1899000,6690 RUSSELL AVENUE,Burnaby
2,3,3998000,302-628 KINGHORNE MEWS,Vancouver
4,5,9988000,1880 SW MARINE DRIVE,Vancouver
4,3,3750000,5055 BEAR LANE,West Vancouver
2,2,1299000,2106-1001 HOMER STREET,Vancouver
7,12,15880000,901 FARMLEIGH ROAD,West Vancouver
3,4,4288000,PH2-1102 HORNBY STREET,Vancouver
4,4,11000000,1375 W KING EDWARD AVENUE,Vancouver
2,2,788000,1602-5885 OLIVE AVENUE,Burnaby
2,2,928000,1104-4900 LENNOX LANE,Burnaby
4,4,2188000,2881 E 23RD AVENUE,Vancouver
4,4,6498000,3606 POINT GREY ROAD,Vancouver
2,2,1049000,205-88 W 1ST AVENUE,Vancouver
5,5,3790000,6042 CROWN STREET,Vancouver
2,2,788000,1602-5885 OLIVE AVENUE,Burnaby
6,5,2499000,5001 FRANCES STREET,Burnaby
1,1,599000,306-1989 DUNBAR STREET,Vancouver
5,4,1490000,3391 VENABLES STREET,Vancouver
1,1,526000,603-66 W CORDOVA STREET,Vancouver
2,1,650000,67-992 PREMIER STREET,North Vancouver
3,3,1648800,1805-1550 FERN STREET,North Vancouver
2,2,829000,2108-7325 ARCOLA STREET,Burnaby
7,11,19990000,640 GLENMAROON ROAD,West Vancouver
2,2,799999,1711-1331 ALBERNI STREET,Vancouver
2,2,1280000,14E-328 TAYLOR WAY,West Vancouver
N/A ,0,3870000,507 MAIN STREET,Vancouver
4,3,3998000,905 GREENWOOD ROAD,West Vancouver
2,2,3498000,805-1678 PULLMAN PORTER STREET,Vancouver
4,5,9888000,4386 ROSS CRESCENT,West Vancouver
2,1,798800,3165 W 4TH AVENUE,Vancouver
2,2,739000,5577 JERSEY AVENUE,Burnaby
1,1,562500,301-1295 RICHARDS STREET,Vancouver
5,6,3999800,7278 RIDGE DRIVE,Burnaby
1,1,628000,2001-6055 NELSON AVENUE,Burnaby
7,5,5380000,4247 W 15TH AVENUE,Vancouver
6,4,2790000,1597 W 63RD AVENUE,Vancouver
2,3,1999989,903-1499 W PENDER STREET,Vancouver
2,2,598000,203-1988 E 37TH AVENUE,Vancouver
3,2,6280000,79 W 12TH AVENUE,Vancouver
4,3,5250000,1009 W 47TH AVENUE,Vancouver
5,8,11880000,4360 ROCKRIDGE ROAD,West Vancouver
2,2,729000,602-822 HOMER STREET,Vancouver
3,3,1638000,21-5201 OAKMOUNT CRESCENT,Burnaby
4,3,4880000,PH-1403 BEACH AVENUE,Vancouver
2,2,1158000,905-1003 PACIFIC STREET,Vancouver
3,3,1299000,TH20-63 KEEFER PLACE,Vancouver
2,2,1220000,807-1328 HOMER STREET,Vancouver
3,2,1748000,601-535 NICOLA STREET,Vancouver
4,5,8000000,6507 MAPLE STREET,Vancouver
3,4,5900000,3862 W 41ST AVENUE,Vancouver
3,2,3580000,7450 HUDSON STREET,Vancouver
7,3,1699000,2631 PRINCE ALBERT STREET,Vancouver
1,1,898000,305-4883 MACLURE MEWS,Vancouver
4,4,1698000,4588 BARKER AVENUE,Burnaby
2,2,2295000,4405 MARINE DRIVE,West Vancouver
1,1,860000,3512-777 RICHARDS STREET,Vancouver
3,2,1359900,3-2308 E 34TH AVENUE,Vancouver
3,2,1888000,6330 ONTARIO STREET,Vancouver
3,2,938900,TH8-5005 CLARENDON STREET,Vancouver
3,3,1730000,212-688 FAIRCHILD ROAD,Vancouver
3,2,938900,TH7-5005 CLARENDON STREET,Vancouver
10,12,19900000,2929 MATHERS AVENUE,West Vancouver
1,1,699000,117-3479 WESBROOK MALL,Vancouver
7,7,7890000,3789 CEDAR CRESCENT,Vancouver
3,2,1498000,7668 MAIN STREET,Vancouver
3,2,1588000,6474 WINDSOR STREET,Vancouver
3,2,938900,TH6-5005 CLARENDON STREET,Vancouver
5,7,6280000,8033 ANGUS DRIVE,Vancouver
4,2,1699000,1810 E 55TH AVENUE,Vancouver
2,2,1190000,305-477 W 59TH AVENUE,Vancouver
2,1,1099900,1063 E PENDER STREET,Vancouver
4,4,1688000,2465 BROCK STREET,Vancouver
2,2,1190000,209-488 W 58TH AVENUE,Vancouver
5,4,2980000,1558 W 64TH AVENUE,Vancouver
2,2,748000,205-7727 ROYAL OAK AVENUE,Burnaby
1,1,580000,407-8189 CAMBIE STREET,Vancouver
3,4,3898000,2458 CARR LANE,West Vancouver
3,4,1639000,B-3061 GRAVELEY STREET,Vancouver
3,3,1599000,A-3061 GRAVELEY STREET,Vancouver
1,2,798000,808-289 ALEXANDER STREET,Vancouver
1,1,698000,1101-2055 PENDRELL STREET,Vancouver
6,5,6788000,4987 CONNAUGHT DRIVE,Vancouver
2,2,1099000,3706-6700 DUNBLANE AVENUE,Burnaby
2,2,799900,712-933 E HASTINGS STREET,Vancouver
1,1,599800,2810-438 SEYMOUR STREET,Vancouver
4,3,2498000,4880 HEADLAND DRIVE,West Vancouver
3,4,3250000,3847 W 20TH AVENUE,Vancouver
6,7,2990000,705 ST. ANDREWS ROAD,West Vancouver
N/A ,0,2990000,705 ST. ANDREWS ROAD,West Vancouver
1,1,659900,301-1585 E 4TH AVENUE,Vancouver
3,4,2288000,3619 W 5TH AVENUE,Vancouver
2,2,1495000,2675 W 10TH AVENUE,Vancouver
4,4,4580000,1144 MILLSTREAM ROAD,West Vancouver
2,2,849000,310-511 W 7TH AVENUE,Vancouver
2,2,998000,2307-4815 ELDORADO MEWS,Vancouver
4,2,2999000,281 ALEXANDER STREET,Vancouver
2,2,849000,14A-6128 PATTERSON AVENUE,Burnaby
8,6,3188000,7990 SHAUGHNESSY STREET,Vancouver
2,3,2229000,607 W 31ST AVENUE,Vancouver
2,2,1498000,406-5693 ELIZABETH STREET,Vancouver
6,4,1940000,4136 OXFORD STREET,Burnaby
2,2,2038000,1503-1335 HOWE STREET,Vancouver
2,1,928000,1303-1128 QUEBEC STREET,Vancouver
1,1,838000,1706-620 CARDERO STREET,Vancouver
2,2,788000,42-6965 HASTINGS STREET,Burnaby
5,4,8990000,1649 W 29TH AVENUE,Vancouver
1,1,1249000,2703-1151 W GEORGIA STREET,Vancouver
3,3,1599900,5305-1955 ALPHA WAY,Burnaby
1,1,709000,1108-777 RICHARDS STREET,Vancouver
2,3,1379000,704-2350 W 39TH AVENUE,Vancouver
3,2,898000,502-5399 JOYCE STREET,Vancouver
3,1,1695000,304 W QUEENS ROAD,North Vancouver
5,3,2318000,1375 LAWSON AVENUE,West Vancouver
4,6,9980000,3309 W 19TH AVENUE,Vancouver
4,4,1699000,4246 VICTORIA DRIVE,Vancouver
4,2,1720000,2436 E 19TH AVENUE,Vancouver
4,5,5998000,3421 W 44TH AVENUE,Vancouver
5,5,5995900,1322 MAPLE STREET,Vancouver
2,2,988000,404-158 W 13TH STREET,North Vancouver
2,2,2388000,2619-89 NELSON STREET,Vancouver
6,6,3100000,7548 LAMBETH DRIVE,Burnaby
6,3,3380000,3093 W 29TH AVENUE,Vancouver
4,2,2500000,3496 W 8TH AVENUE,Vancouver
2,2,3995000,2905-667 HOWE STREET,Vancouver
3,3,2367900,302-5118 CAMBIE STREET,Vancouver
3,3,2149900,402-5118 CAMBIE STREET,Vancouver
3,2,1919900,301-5118 CAMBIE STREET,Vancouver
3,4,5150000,4103-667 HOWE STREET,Vancouver
1,1,539900,203-3939 KNIGHT STREET,Vancouver
3,4,1888000,6178 OAK STREET,Vancouver
2,2,889000,2506-5611 GORING STREET,Burnaby
3,3,2879900,501-5118 CAMBIE STREET,Vancouver
3,3,1989900,401-5118 CAMBIE STREET,Vancouver
3,4,3388000,4335 VALLEY DRIVE,Vancouver
3,2,1428000,2204-6463 SILVER AVENUE,Burnaby
1,1,655000,608-1205 HOWE STREET,Vancouver
5,3,2290000,5002 RANGER AVENUE,North Vancouver
N/A ,0,10000000,4938 ARBUTUS STREET,Vancouver
6,2,1790000,3181 E 54TH AVENUE,Vancouver
3,2,1500000,411-4885 VALLEY DRIVE,Vancouver
2,1,1588800,2509 E 27TH AVENUE,Vancouver
